:START_ID(Entity),:END_ID(Entity),:TYPE,evidence,source_file
Supplier_엠케이전자_7815dd82,Country_south_korea_238b8074,LOCATED_IN,"South Korea row: 엠케이전자 located at 음성 handles 램프,전동화 부품, 미러; materials=금; supplies_to=에스엘; tier=2.0.",auto_supply_chain.xlsx
Supplier_창성_b2d7118e,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 창성 located at 인천 handles 제동장치; materials=주석; supplies_to=HL만도; tier=2.0.,auto_supply_chain.xlsx
Supplier_풍산_fcf7e365,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 풍산 located at 울산 handles 현가장치; materials=구리; supplies_to=HL만도; tier=2.0.,auto_supply_chain.xlsx
Supplier_풍산_fcf7e365,Country_south_korea_238b8074,LOCATED_IN,"South Korea row: 풍산 located at 울산 handles 시동모터, 교류발전기; materials=구리; supplies_to=발레오전장시스템코리아; tier=2.0.",auto_supply_chain.xlsx
Supplier_풍산_fcf7e365,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 풍산 located at 창원 handles 자동차 열관리 시스템; materials=구리; supplies_to=한온시스템; tier=2.0.,auto_supply_chain.xlsx
Supplier_풍산_fcf7e365,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 풍산 located at 울산 handles 스마트키 등 전자제어 시스템; materials=구리; supplies_to=모베이시스전자; tier=2.0.,auto_supply_chain.xlsx
Supplier_한국분말야금_6500fab7,Country_south_korea_238b8074,LOCATED_IN,"South Korea row: 한국분말야금 located at 아산 handles 변속기, 엔진, 섀시; materials=텅스텐; supplies_to=지엠비코리아; tier=2.0.",auto_supply_chain.xlsx
Supplier_현대제철_1c5e49d3,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 현대제철 located at 당진 handles 섀시모듈; materials=망간; supplies_to=현대위아; tier=2.0.,auto_supply_chain.xlsx
Supplier_현대제철_1c5e49d3,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 현대제철 located at 포항 handles 자동차 엔진 부품(크랭크 샤프트); materials=망간; supplies_to=현대위아; tier=2.0.,auto_supply_chain.xlsx
Supplier_현대제철_1c5e49d3,Country_south_korea_238b8074,LOCATED_IN,South Korea row: 현대제철 located at 포항 handles 자동차 엔진/변속기 부품; materials=망간; supplies_to=현대케피코; tier=2.0.,auto_supply_chain.xlsx
Material_cobalt_60184109,Country_drc_0e7b3872,MINED_FROM,"Cobalt mining: DRC (70%), Indonesia (12%).",scm_related_material_routes.md
Material_cobalt_60184109,Country_indonesia_d2845120,MINED_FROM,"Cobalt mining: DRC (70%), Indonesia (12%).",scm_related_material_routes.md
Material_copper_709599b4,Country_chile_5f733eab,MINED_FROM,"Copper mining: Chile (24%), DRC (13%), Peru (12%).",scm_related_material_routes.md
Material_copper_709599b4,Country_drc_0e7b3872,MINED_FROM,"Copper mining: Chile (24%), DRC (13%), Peru (12%).",scm_related_material_routes.md
Material_copper_709599b4,Country_peru_5c0a4142,MINED_FROM,"Copper mining: Chile (24%), DRC (13%), Peru (12%).",scm_related_material_routes.md
Material_gold_c3db7cb8,Country_australia_62095859,MINED_FROM,"Gold mining: China, Russia, Australia.",scm_related_material_routes.md
Material_gold_c3db7cb8,Country_china_eb278d21,MINED_FROM,"Gold mining: China, Russia, Australia.",scm_related_material_routes.md
Material_gold_c3db7cb8,Country_russia_1d6c59a7,MINED_FROM,"Gold mining: China, Russia, Australia.",scm_related_material_routes.md
Material_manganese_3b2931e7,Country_gabon_09cec5c1,MINED_FROM,"Manganese mining: South Africa (38%), Gabon (25%).",scm_related_material_routes.md
Material_manganese_3b2931e7,Country_south_africa_8b0856bd,MINED_FROM,"Manganese mining: South Africa (38%), Gabon (25%).",scm_related_material_routes.md
Material_tantalum_43212457,Country_drc_0e7b3872,MINED_FROM,"Tantalum mining: DRC (52%), Rwanda (16%), Nigeria (16%).",scm_related_material_routes.md
Material_tantalum_43212457,Country_nigeria_2ce5474c,MINED_FROM,"Tantalum mining: DRC (52%), Rwanda (16%), Nigeria (16%).",scm_related_material_routes.md
Material_tantalum_43212457,Country_rwanda_f0872248,MINED_FROM,"Tantalum mining: DRC (52%), Rwanda (16%), Nigeria (16%).",scm_related_material_routes.md
Material_tin_1ef1f0c2,Country_china_eb278d21,MINED_FROM,"Tin mining: China, Indonesia, Peru.",scm_related_material_routes.md
Material_tin_1ef1f0c2,Country_indonesia_d2845120,MINED_FROM,"Tin mining: China, Indonesia, Peru.",scm_related_material_routes.md
Material_tin_1ef1f0c2,Country_peru_5c0a4142,MINED_FROM,"Tin mining: China, Indonesia, Peru.",scm_related_material_routes.md
Material_tungsten_bf06b6cf,Country_china_eb278d21,MINED_FROM,"Tungsten mining: China (79%), Vietnam (4%).",scm_related_material_routes.md
Material_tungsten_bf06b6cf,Country_vietnam_e57e8c88,MINED_FROM,"Tungsten mining: China (79%), Vietnam (4%).",scm_related_material_routes.md
Route_japan_energy_import_route_via_hormuz_strait_c54f3c53,ChokePoint_hormuz_strait_74e39658,PASSES_THROUGH,"Japan: 한국과 유사하게 에너지 수입 의존도 90% 이상. 2024년 LNG 수입 89.0bcm, 석탄 수입 4.35EJ 원전 재가동 지연 시 LNG·석탄 의존이 커짐. 섬나라 구조상 해상 수송로와 스팟 LNG 가격 변동에 매우 취약",country_energy_dependency.xlsx
Route_japan_energy_import_route_via_malacca_strait_9ad807db,ChokePoint_malacca_strait_6ff1e577,PASSES_THROUGH,"Japan: 한국과 유사하게 에너지 수입 의존도 90% 이상. 2024년 LNG 수입 89.0bcm, 석탄 수입 4.35EJ 원전 재가동 지연 시 LNG·석탄 의존이 커짐. 섬나라 구조상 해상 수송로와 스팟 LNG 가격 변동에 매우 취약",country_energy_dependency.xlsx
Route_japan_energy_import_route_via_south_china_sea_3d8fc56d,SeaRegion_south_china_sea_be8aaf40,PASSES_THROUGH,"Japan: 한국과 유사하게 에너지 수입 의존도 90% 이상. 2024년 LNG 수입 89.0bcm, 석탄 수입 4.35EJ 원전 재가동 지연 시 LNG·석탄 의존이 커짐. 섬나라 구조상 해상 수송로와 스팟 LNG 가격 변동에 매우 취약",country_energy_dependency.xlsx
Route_route_barcelona_mediterranean_suez_same_route_d5586fdc,ChokePoint_suez_canal_8ca4857a,PASSES_THROUGH,Barcelona → Mediterranean → Suez → same route,scm_related_material_routes.md
Route_route_barcelona_mediterranean_suez_same_route_d5586fdc,SeaRegion_mediterranean_3bae487e,PASSES_THROUGH,Barcelona → Mediterranean → Suez → same route,scm_related_material_routes.md
Route_route_china_china_coast_korea_2acf26fe,SeaRegion_china_coast_545c1ce2,PASSES_THROUGH,China → China Coast → Korea,scm_related_material_routes.md
Route_route_constanta_black_sea_turkish_strait_suez_same_route_994ef242,ChokePoint_suez_canal_8ca4857a,PASSES_THROUGH,Constanta → Black Sea → Turkish Strait → Suez → same route,scm_related_material_routes.md
Route_route_constanta_black_sea_turkish_strait_suez_same_route_994ef242,ChokePoint_turkish_strait_4aa7aa70,PASSES_THROUGH,Constanta → Black Sea → Turkish Strait → Suez → same route,scm_related_material_routes.md
Route_route_constanta_black_sea_turkish_strait_suez_same_route_994ef242,SeaRegion_black_sea_5cb61936,PASSES_THROUGH,Constanta → Black Sea → Turkish Strait → Suez → same route,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,ChokePoint_malacca_strait_6ff1e577,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,ChokePoint_singapore_hub_63b721e0,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,ChokePoint_suez_canal_8ca4857a,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,Region_uk_6288f5c4,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,SeaRegion_indian_ocean_6bd8d325,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,SeaRegion_mediterranean_3bae487e,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,SeaRegion_north_sea_1e3024b2,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_rotterdam_hamburg_north_sea_uk_mediterranean_suez_canal_red_sea_indian_ocean_malacca_strait_singapore_china_korea_fc1d53dc,SeaRegion_red_sea_8a83dc1f,PASSES_THROUGH,Rotterdam/Hamburg → North Sea → UK → Mediterranean → Suez Canal → Red Sea → Indian Ocean → Malacca Strait → Singapore → China → Korea,scm_related_material_routes.md
Route_route_thailand_gulf_of_thailand_china_korea_42e7d488,SeaRegion_gulf_of_thailand_b4d65af3,PASSES_THROUGH,Thailand → Gulf of Thailand → China → Korea,scm_related_material_routes.md
Route_route_vietnam_gulf_of_tonkin_china_korea_e2d6f1b9,SeaRegion_gulf_of_tonkin_8828cfac,PASSES_THROUGH,Vietnam → Gulf of Tonkin → China → Korea,scm_related_material_routes.md
Route_south_korea_energy_import_route_via_hormuz_strait_35aa2c7e,ChokePoint_hormuz_strait_74e39658,PASSES_THROUGH,"South Korea: 일본과 함께 에너지 수입 의존도가 90% 이상. 원유 수입의 약 70%가 호르무즈 해협, 85%가 말라카 해협을 통과. LNG 수입의 70% 이상이 남중국해 경유 제조업·반도체·배터리 등 에너지 집약 산업 기반인데 화석연료 대부분을 수입. 해협 봉쇄, LNG 가격 급등, 지정학 리스크에 취약",country_energy_dependency.xlsx
Route_south_korea_energy_import_route_via_malacca_strait_aa3eda7e,ChokePoint_malacca_strait_6ff1e577,PASSES_THROUGH,"South Korea: 일본과 함께 에너지 수입 의존도가 90% 이상. 원유 수입의 약 70%가 호르무즈 해협, 85%가 말라카 해협을 통과. LNG 수입의 70% 이상이 남중국해 경유 제조업·반도체·배터리 등 에너지 집약 산업 기반인데 화석연료 대부분을 수입. 해협 봉쇄, LNG 가격 급등, 지정학 리스크에 취약",country_energy_dependency.xlsx
Route_south_korea_energy_import_route_via_south_china_sea_30d836ee,SeaRegion_south_china_sea_be8aaf40,PASSES_THROUGH,"South Korea: 일본과 함께 에너지 수입 의존도가 90% 이상. 원유 수입의 약 70%가 호르무즈 해협, 85%가 말라카 해협을 통과. LNG 수입의 70% 이상이 남중국해 경유 제조업·반도체·배터리 등 에너지 집약 산업 기반인데 화석연료 대부분을 수입. 해협 봉쇄, LNG 가격 급등, 지정학 리스크에 취약",country_energy_dependency.xlsx
Company_autoliv_413a921b,Product_안전벨트_54279865,PRODUCES,Thailand row: Autoliv located at 라용 handles 안전벨트; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_bosch_e8e30ffa,Product_서스펜션_5b0f029b,PRODUCES,"Germany row: Bosch located at 슈투트가르트 handles 서스펜션; materials=망간, 구리, 금, 탄탈럼, 텅스템; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_continental_b623b44c,Product_범퍼_ef7c3397,PRODUCES,Germany row: Continental located at 하노버 handles 범퍼; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_continental_b623b44c,Product_브레이크_부스터_6c3f7e88,PRODUCES,Romania row: Continental located at 시비우 handles 브레이크 부스터; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_denso_b7739daa,Product_브레이크_991cfa82,PRODUCES,"Japan row: Denso located at 아이치 handles 브레이크; materials=망간, 코발트, 주석, 탄탈럼, 금,텅스텐; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_ficosa_c7caefd6,Product_카스테레오_ae504af1,PRODUCES,"Spain row: Ficosa located at 바르셀로나 handles 카스테레오; materials=주석, 금; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_grupo_antolin_4cce34c8,Product_카스테레오_블루투스_dfc88d81,PRODUCES,"Spain row: Grupo Antolin located at 부르고스 handles 카스테레오(블루투스); materials=주석,금; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_hanon_systems_cdfe2c02,Product_라디에이터_49846aca,PRODUCES,China row: Hanon Systems located at 상하이 handles 라디에이터; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hanon_systems_cdfe2c02,Product_에어컨_4e1bc54e,PRODUCES,China row: Hanon Systems located at 충칭 handles 에어컨; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hitachi_astemo_c2248da7,Product_브레이크_장치_386d1ed3,PRODUCES,China row: Hitachi Astemo located at 광저우 handles 브레이크 장치; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hl만도_8fdd8fcf,Product_제동장치_fedddf48,PRODUCES,"South Korea row: HL만도 located at 평택 handles 제동장치; materials=주석,탄탈럼; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_hl만도_8fdd8fcf,Product_조향장치_7a108f90,PRODUCES,South Korea row: HL만도 located at 원주 handles 조향장치; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hl만도_8fdd8fcf,Product_현가장치_984eb9d6,PRODUCES,"South Korea row: HL만도 located at 익산 handles 현가장치; materials=구리,망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_hl만도_hl만도브로제_6c11ee60,Product_조향장치_7a108f90,PRODUCES,South Korea row: HL만도(HL만도브로제) located at 인천 handles 조향장치; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hl만도_hl클레무브_639cb150,Product_자율주행_전동화_부품_ccb6b83f,PRODUCES,"South Korea row: HL만도(HL클레무브) located at 인천 handles 자율주행/전동화 부품; materials=주석, 금; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_hyundai_kefico_caad7aa6,Product_경보기_19cd6501,PRODUCES,China row: Hyundai Kefico located at 하노이 handles 경보기; materials=주석; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_mobis_67ae806b,Product_브레이크부품_5d2aeb95,PRODUCES,China row: Hyundai Mobis located at 우시 handles 브레이크부품; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_mobis_67ae806b,Product_에어백_1ac0d5c4,PRODUCES,China row: Hyundai Mobis located at 창저우 handles 에어백; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_mobis_67ae806b,Product_에어백모듈_4242b80d,PRODUCES,China row: Hyundai Mobis located at 베이징 handles 에어백모듈; materials=금; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_mobis_67ae806b,Product_카스테레오_ae504af1,PRODUCES,China row: Hyundai Mobis located at 장쑤 handles 카스테레오; materials=주석; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_transys_e1735560,Product_구동차축_8ef8f2e4,PRODUCES,China row: Hyundai Transys located at 창춘 handles 구동차축; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_transys_e1735560,Product_시트_1da01a0b,PRODUCES,China row: Hyundai Transys located at 베이징 handles 시트; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_wia_66450aeb,Product_바퀴축_b4ae4d74,PRODUCES,China row: Hyundai WIA located at 칭다오 handles 바퀴축; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_hyundai_wia_66450aeb,Product_차륜_113f8dfd,PRODUCES,China row: Hyundai WIA located at 산둥 handles 차륜; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_kyb_df1dffe7,Product_서스펜션_5b0f029b,PRODUCES,Japan row: KYB located at 기후 handles 서스펜션; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_kyungshin_6af4d113,Product_와이어링_하니스_902b3fcc,PRODUCES,"China row: Kyungshin located at 옌타이 handles 와이어링 하니스; materials=주석, 구리; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_lg_electronics_11f2225f,Product_cds_수신기_0fe62b7a,PRODUCES,China row: LG Electronics located at 난징 handles CDS 수신기; materials=주석; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_mando_5070089e,Product_브레이크_991cfa82,PRODUCES,"China row: Mando located at 옌청 handles 브레이크; materials=주석, 탄탈럼,망간, 텅스텐; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_mando_5070089e,Product_조향장치_7a108f90,PRODUCES,China row: Mando located at 쑤저우 handles 조향장치; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_mann_hummel_030fa9d4,Product_에어필터_23f13a8e,PRODUCES,China row: MANN+HUMMEL located at 상하이 handles 에어필터; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_sl_corporation_76943b4e,Product_파미러_63292a64,PRODUCES,China row: SL Corporation located at 톈진 handles 파미러; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_yanfeng_automotive_1dc39d88,Product_기타차량부품_3552948a,PRODUCES,China row: Yanfeng Automotive located at 상하이 handles 기타차량부품; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_zf_4093b779,Product_기타승용차부품_2d3da5b3,PRODUCES,"Germany row: ZF located at 프리드리히스하펜 handles 기타승용차부품; materials=망간, 구리, 주석, 탄탈럼,금, 텅스텐; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_경신_5e2dd99f,Product_와이어링_하니스_배선뭉치_09714a4f,PRODUCES,"South Korea row: 경신 located at 경주/화성/군산 handles 와이어링 하니스(배선뭉치); materials=구리, 주석; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_다스_9d9e8fa6,Product_자동차용_시트_9ad6e5d0,PRODUCES,South Korea row: 다스 located at 경주 handles 자동차용 시트; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_대원산업_41814848,Product_자동차용_시트_9ad6e5d0,PRODUCES,South Korea row: 대원산업 located at 안산/시흥/평택/서산 handles 자동차용 시트; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_덕양산업_0091bd22,Product_운전석_모듈_door_trim_05eb30d9,PRODUCES,"South Korea row: 덕양산업 located at 울산/진천/창원/대구 handles 운전석 모듈,Door Trim; materials=; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_모베이시스전자_173de7c7,Product_스마트키_등_전자제어_시스템_e922019e,PRODUCES,"South Korea row: 모베이시스전자 located at 수원 handles 스마트키 등 전자제어 시스템; materials=주석,탄탈럼, 금,구리; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_발레오전장시스템코리아_502e5f67,Product_시동모터_교류발전기_99eb8b56,PRODUCES,"South Korea row: 발레오전장시스템코리아 located at 경주 handles 시동모터, 교류발전기; materials=주석, 구리; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_비테스코테크놀로지스_9b2bfac9,Product_동력전달장치_33900a00,PRODUCES,South Korea row: 비테스코테크놀로지스 located at 이천 handles 동력전달장치; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_서진산업_287a85f6,Product_차체용_부품_b4f8f5ee,PRODUCES,South Korea row: 서진산업 located at 경주/화성/시흥/광주 handles 차체용 부품; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_성우하이텍_3a9c298b,Product_차체용_부품_b4f8f5ee,PRODUCES,South Korea row: 성우하이텍 located at 양산/부산/경주 handles 차체용 부품; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_에스엘_7bcd559e,Product_램프_전동화_부품_미러_2728e408,PRODUCES,"South Korea row: 에스엘 located at 천안/대구 handles 램프,전동화 부품, 미러; materials=주석, 금; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_유라코퍼레이션_2588aa1a,Product_와이어링_하니스_902b3fcc,PRODUCES,"South Korea row: 유라코퍼레이션 located at 청주/평택/경주 handles 와이어링 하니스; materials=구리, 주석; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_지엠비코리아_cd8d0c22,Product_변속기_엔진_섀시_78ad3f26,PRODUCES,"South Korea row: 지엠비코리아 located at 창원/서산 handles 변속기, 엔진, 섀시; materials=텅스텐,망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_카펙발레오_425e39cf,Product_동력전달장치_33900a00,PRODUCES,South Korea row: 카펙발레오 located at 칠곡/성주 handles 동력전달장치; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_평화바레오_feb723b6,Product_클러치_21719c62,PRODUCES,South Korea row: 평화바레오 located at 대구/고령 handles 클러치; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_피에이치에이_aa5b0457,Product_차량용_도어_개폐장치_5a4c0d46,PRODUCES,South Korea row: 피에이치에이 located at 대구 handles 차량용 도어 개폐장치; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_한온시스템_9d7833b6,Product_자동차_열관리_시스템_d32985a1,PRODUCES,South Korea row: 한온시스템 located at 울산 handles 자동차 열관리 시스템; materials=구리; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대모비스_e636ba5b,Product_섀시모듈_차량하부_콕핏모듈_운전석_프런트엔드모듈_엔진룸_앞_조향_현가_제동_장치_에어백_전동화_부품_전력변환_구동_배터리_연료전지_시스템_a_s_부품_순정부품_현대자동차_기아_자동차용품_611caa53,PRODUCES,"South Korea row: 현대모비스 located at 울산(전동화)/진천/창원/대구(전동화) handles -섀시모듈(차량하부)/콕핏모듈(운전석)/프런트엔드모듈(엔진룸 앞) - 조향/현가/제동 장치, 에어백 - 전동화 부품: 전력변환/구동/배터리/연료전지 시스템 - A/S 부품: 순정부품(현대자동차/기아), 자동차용품; materials=금,주석, 탄탈럼, 망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_현대모비스_모트라스_c114e4cc,Product_자동차_모듈_ac33613b,PRODUCES,South Korea row: 현대모비스(모트라스) located at 아산/울산/안양/화성/평택/천안/서산/광주 handles 자동차 모듈; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대모비스_유니투스_c5404582,Product_섀시_전동화_부품_에어백_램프_등_핵심_부품_b3ff6410,PRODUCES,"South Korea row: 현대모비스(유니투스) located at 아산/평택/천안/충주/김천 handles 섀시/전동화 부품, 에어백, 램프 등 핵심 부품; materials=주석, 금,망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_현대위아_e20d69f3,Product_동력전달장치_액슬_등속조인트_920946d6,PRODUCES,"South Korea row: 현대위아 located at 창원 handles 동력전달장치(액슬, 등속조인트); materials=망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_현대위아_e20d69f3,Product_섀시모듈_e7a2f74e,PRODUCES,South Korea row: 현대위아 located at 안산 handles 섀시모듈; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대위아_e20d69f3,Product_섀시모듈_타이어모듈_동력전달장치_액슬_c14bc7ca,PRODUCES,"South Korea row: 현대위아 located at 광주 handles 섀시모듈, 타이어모듈, 동력전달장치(액슬); materials=망간; supplies_to=; tier=1.0.",auto_supply_chain.xlsx
Company_현대위아_e20d69f3,Product_자동차_엔진_부품_크랭크_샤프트_e9e83917,PRODUCES,South Korea row: 현대위아 located at 울산 handles 자동차 엔진 부품(크랭크 샤프트); materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대케피코_4a96187d,Product_자동차_엔진_변속기_부품_dc2643b9,PRODUCES,South Korea row: 현대케피코 located at 군포 handles 자동차 엔진/변속기 부품; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대트랜시스_fdd83181,Product_동력전달장치_33900a00,PRODUCES,South Korea row: 현대트랜시스 located at 서산 handles 동력전달장치; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_현대트랜시스_현대엠시트_6fcefbfa,Product_자동차용_시트_및_시트부품_228f0a08,PRODUCES,South Korea row: 현대트랜시스(현대엠시트) located at 아산/울산/경주 handles 자동차용 시트 및 시트부품; materials=; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Company_화신_4e71503a,Product_차체용_부품_b4f8f5ee,PRODUCES,South Korea row: 화신 located at 영천/예산 handles 차체용 부품; materials=망간; supplies_to=; tier=1.0.,auto_supply_chain.xlsx
Supplier_aichi_steel_d8ce95f2,Material_manganese_3b2931e7,PRODUCES,Japan row: Aichi steel located at handles 브레이크; materials=망간; supplies_to=Denso; tier=2.0.,auto_supply_chain.xlsx
Supplier_aichi_steel_d8ce95f2,Product_브레이크_991cfa82,PRODUCES,Japan row: Aichi steel located at handles 브레이크; materials=망간; supplies_to=Denso; tier=2.0.,auto_supply_chain.xlsx
Supplier_almt_7af0fec8,Material_tungsten_bf06b6cf,PRODUCES,Japan row: ALMT located at handles 브레이크; materials=텅스텐; supplies_to=Denso; tier=2.0.,auto_supply_chain.xlsx
Supplier_almt_7af0fec8,Product_브레이크_991cfa82,PRODUCES,Japan row: ALMT located at handles 브레이크; materials=텅스텐; supplies_to=Denso; tier=2.0.,auto_supply_chain.xlsx
Supplier_alpha_assembly_solutions_e86c4d37,Material_tin_1ef1f0c2,PRODUCES,Germany row: alpha assembly solutions located at Langenfeld handles 기타승용차 부품; materials=주석; supplies_to=ZF; tier=2.0.,auto_supply_chain.xlsx
Supplier_alpha_assembly_solutions_e86c4d37,Material_tin_1ef1f0c2,PRODUCES,Germany row: alpha assembly solutions located at Langenfeld handles 카스테레오; materials=주석; supplies_to=Ficosa; tier=2.0.,auto_supply_chain.xlsx
Supplier_alpha_assembly_solutions_e86c4d37,Material_tin_1ef1f0c2,PRODUCES,Germany row: alpha assembly solutions located at Langenfeld handles 카스테레오(블루투스); materials=주석; supplies_to=Grupo Antolin; tier=2.0.,auto_supply_chain.xlsx
Supplier_alpha_assembly_solutions_e86c4d37,Product_기타승용차_부품_21e1938f,PRODUCES,Germany row: alpha assembly solutions located at Langenfeld handles 기타승용차 부품; materials=주석; supplies_to=ZF; tier=2.0.,auto_supply_chain.xlsx
Supplier_alpha_assembly_solutions_e86c4d37,Product_카스테레오_ae504af1,PRODUCES,Germany row: alpha assembly solutions located at Langenfeld handles 카스테레오; materials=주석; supplies_to=Ficosa; tier=2.0.,auto_supply_chain.xlsx
